subject_id,itemB,causal_itemA,similar_itemA,explanation_type,satisfactory,causal_itemA_causal_distance,causal_itemA_freesort_distance,causal_itemA_freesort_minus_causal,similar_itemA_causal_distance,similar_itemA_freesort_distance,similar_itemA_freesort_minus_causal
subj_90,experience pain,kick something,feel scared,Direct,99,0.07,0.72,0.65,0.34,0.32,-0.02
subj_90,experience pain,kick something,feel scared,Intrinsic,59,0.07,0.72,0.65,0.34,0.32,-0.02
subj_90,remember something,take a walk,think about something,Direct,99,0.22,0.91,0.69,0,0,0
subj_90,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_90,sit down,experience pain,jump up and down,Direct,95,0.08,0.87,0.79,0.61,0.3,-0.31
subj_90,sit down,experience pain,jump up and down,Intrinsic,63,0.08,0.87,0.79,0.61,0.3,-0.31
subj_90,see something,take a walk,hear something,Direct,99,0.17,0.86,0.69,0.46,0.05,-0.41
subj_90,see something,take a walk,hear something,Intrinsic,77,0.17,0.86,0.69,0.46,0.05,-0.41
subj_91,get sick,see something,get tired,Direct,26,0.4,0.95,0.55,0.42,0.37,-0.06
subj_91,get sick,see something,get tired,Intrinsic,23,0.4,0.95,0.55,0.42,0.37,-0.06
subj_91,reach for something,become hungry,kick something,Direct,75,0.18,0.83,0.65,0.62,0.49,-0.14
subj_91,reach for something,become hungry,kick something,Intrinsic,4,0.18,0.83,0.65,0.62,0.49,-0.14
subj_91,think about something,take a walk,remember something,Direct,50,0.15,0.86,0.72,0.01,0,-0.01
subj_91,think about something,take a walk,remember something,Intrinsic,76,0.15,0.86,0.72,0.01,0,-0.01
subj_91,remember something,take a walk,think about something,Direct,10,0.22,0.91,0.69,0,0,0
subj_91,remember something,take a walk,think about something,Intrinsic,51,0.22,0.91,0.69,0,0,0
subj_91,experience pain,kick something,feel scared,Direct,74,0.07,0.72,0.65,0.34,0.32,-0.02
subj_91,experience pain,kick something,feel scared,Intrinsic,3,0.07,0.72,0.65,0.34,0.32,-0.02
subj_91,sit down,experience pain,jump up and down,Direct,51,0.08,0.87,0.79,0.61,0.3,-0.31
subj_91,sit down,experience pain,jump up and down,Intrinsic,28,0.08,0.87,0.79,0.61,0.3,-0.31
subj_91,see something,take a walk,hear something,Direct,49,0.17,0.86,0.69,0.46,0.05,-0.41
subj_91,see something,take a walk,hear something,Intrinsic,0,0.17,0.86,0.69,0.46,0.05,-0.41
subj_91,become hungry,take a walk,experience pain,Direct,27,0.14,0.79,0.65,0.72,0.49,-0.22
subj_91,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_91,jump up and down,think about something,sit down,Direct,3,0.39,0.99,0.6,1,0.3,-0.7
subj_91,jump up and down,think about something,sit down,Intrinsic,19,0.39,0.99,0.6,1,0.3,-0.7
subj_91,choose what to do,feel scared,remember something,Direct,26,0.16,0.78,0.62,0.1,0.42,0.32
subj_91,choose what to do,feel scared,remember something,Intrinsic,26,0.16,0.78,0.62,0.1,0.42,0.32
subj_91,kick something,think about something,jump up and down,Direct,11,0.4,0.9,0.5,0.61,0.26,-0.35
subj_91,kick something,think about something,jump up and down,Intrinsic,4,0.4,0.9,0.5,0.61,0.26,-0.35
subj_91,take a walk,think about something,jump up and down,Direct,12,0.25,0.86,0.61,0.76,0.17,-0.59
subj_91,take a walk,think about something,jump up and down,Intrinsic,23,0.25,0.86,0.61,0.76,0.17,-0.59
subj_91,hear something,take a walk,see something,Direct,54,0.23,0.86,0.62,0.49,0.05,-0.44
subj_91,hear something,take a walk,see something,Intrinsic,51,0.23,0.86,0.62,0.49,0.05,-0.44
subj_91,get tired,jump up and down,feel scared,Direct,76,0.04,0.78,0.73,0.47,0.5,0.03
subj_91,get tired,jump up and down,feel scared,Intrinsic,22,0.04,0.78,0.73,0.47,0.5,0.03
subj_91,feel scared,see something,become hungry,Direct,35,0.06,0.78,0.71,0.63,0.58,-0.05
subj_91,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_92,reach for something,become hungry,kick something,Direct,1,0.18,0.83,0.65,0.62,0.49,-0.14
subj_92,reach for something,become hungry,kick something,Intrinsic,0,0.18,0.83,0.65,0.62,0.49,-0.14
subj_92,get sick,see something,get tired,Direct,76,0.4,0.95,0.55,0.42,0.37,-0.06
subj_92,get sick,see something,get tired,Intrinsic,1,0.4,0.95,0.55,0.42,0.37,-0.06
subj_92,see something,take a walk,hear something,Direct,72,0.17,0.86,0.69,0.46,0.05,-0.41
subj_92,see something,take a walk,hear something,Intrinsic,0,0.17,0.86,0.69,0.46,0.05,-0.41
subj_92,experience pain,kick something,feel scared,Direct,76,0.07,0.72,0.65,0.34,0.32,-0.02
subj_92,experience pain,kick something,feel scared,Intrinsic,3,0.07,0.72,0.65,0.34,0.32,-0.02
subj_92,choose what to do,feel scared,remember something,Direct,0,0.16,0.78,0.62,0.1,0.42,0.32
subj_92,choose what to do,feel scared,remember something,Intrinsic,0,0.16,0.78,0.62,0.1,0.42,0.32
subj_92,get tired,jump up and down,feel scared,Direct,80,0.04,0.78,0.73,0.47,0.5,0.03
subj_92,get tired,jump up and down,feel scared,Intrinsic,23,0.04,0.78,0.73,0.47,0.5,0.03
subj_92,become hungry,take a walk,experience pain,Direct,50,0.14,0.79,0.65,0.72,0.49,-0.22
subj_92,become hungry,take a walk,experience pain,Intrinsic,1,0.14,0.79,0.65,0.72,0.49,-0.22
subj_92,think about something,take a walk,remember something,Direct,1,0.15,0.86,0.72,0.01,0,-0.01
subj_92,think about something,take a walk,remember something,Intrinsic,50,0.15,0.86,0.72,0.01,0,-0.01
subj_92,remember something,take a walk,think about something,Direct,5,0.22,0.91,0.69,0,0,0
subj_92,remember something,take a walk,think about something,Intrinsic,28,0.22,0.91,0.69,0,0,0
subj_92,jump up and down,think about something,sit down,Direct,26,0.39,0.99,0.6,1,0.3,-0.7
subj_92,jump up and down,think about something,sit down,Intrinsic,2,0.39,0.99,0.6,1,0.3,-0.7
subj_92,take a walk,think about something,jump up and down,Direct,2,0.25,0.86,0.61,0.76,0.17,-0.59
subj_92,take a walk,think about something,jump up and down,Intrinsic,3,0.25,0.86,0.61,0.76,0.17,-0.59
subj_92,hear something,take a walk,see something,Direct,5,0.23,0.86,0.62,0.49,0.05,-0.44
subj_92,hear something,take a walk,see something,Intrinsic,1,0.23,0.86,0.62,0.49,0.05,-0.44
subj_92,kick something,think about something,jump up and down,Direct,25,0.4,0.9,0.5,0.61,0.26,-0.35
subj_92,kick something,think about something,jump up and down,Intrinsic,3,0.4,0.9,0.5,0.61,0.26,-0.35
subj_92,feel scared,see something,become hungry,Direct,77,0.06,0.78,0.71,0.63,0.58,-0.05
subj_92,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_92,sit down,experience pain,jump up and down,Direct,77,0.08,0.87,0.79,0.61,0.3,-0.31
subj_92,sit down,experience pain,jump up and down,Intrinsic,23,0.08,0.87,0.79,0.61,0.3,-0.31
subj_93,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_93,sit down,experience pain,jump up and down,Intrinsic,8,0.08,0.87,0.79,0.61,0.3,-0.31
subj_93,take a walk,think about something,jump up and down,Direct,7,0.25,0.86,0.61,0.76,0.17,-0.59
subj_93,take a walk,think about something,jump up and down,Intrinsic,5,0.25,0.86,0.61,0.76,0.17,-0.59
subj_93,see something,take a walk,hear something,Direct,77,0.17,0.86,0.69,0.46,0.05,-0.41
subj_93,see something,take a walk,hear something,Intrinsic,5,0.17,0.86,0.69,0.46,0.05,-0.41
subj_93,think about something,take a walk,remember something,Direct,91,0.15,0.86,0.72,0.01,0,-0.01
subj_93,think about something,take a walk,remember something,Intrinsic,73,0.15,0.86,0.72,0.01,0,-0.01
subj_93,choose what to do,feel scared,remember something,Direct,5,0.16,0.78,0.62,0.1,0.42,0.32
subj_93,choose what to do,feel scared,remember something,Intrinsic,50,0.16,0.78,0.62,0.1,0.42,0.32
subj_93,remember something,take a walk,think about something,Direct,87,0.22,0.91,0.69,0,0,0
subj_93,remember something,take a walk,think about something,Intrinsic,77,0.22,0.91,0.69,0,0,0
subj_93,hear something,take a walk,see something,Direct,96,0.23,0.86,0.62,0.49,0.05,-0.44
subj_93,hear something,take a walk,see something,Intrinsic,95,0.23,0.86,0.62,0.49,0.05,-0.44
subj_93,become hungry,take a walk,experience pain,Direct,6,0.14,0.79,0.65,0.72,0.49,-0.22
subj_93,become hungry,take a walk,experience pain,Intrinsic,5,0.14,0.79,0.65,0.72,0.49,-0.22
subj_93,kick something,think about something,jump up and down,Direct,25,0.4,0.9,0.5,0.61,0.26,-0.35
subj_93,kick something,think about something,jump up and down,Intrinsic,46,0.4,0.9,0.5,0.61,0.26,-0.35
subj_93,feel scared,see something,become hungry,Direct,94,0.06,0.78,0.71,0.63,0.58,-0.05
subj_93,feel scared,see something,become hungry,Intrinsic,4,0.06,0.78,0.71,0.63,0.58,-0.05
subj_93,reach for something,become hungry,kick something,Direct,73,0.18,0.83,0.65,0.62,0.49,-0.14
subj_93,reach for something,become hungry,kick something,Intrinsic,5,0.18,0.83,0.65,0.62,0.49,-0.14
subj_93,get tired,jump up and down,feel scared,Direct,96,0.04,0.78,0.73,0.47,0.5,0.03
subj_93,get tired,jump up and down,feel scared,Intrinsic,12,0.04,0.78,0.73,0.47,0.5,0.03
subj_93,get sick,see something,get tired,Direct,8,0.4,0.95,0.55,0.42,0.37,-0.06
subj_93,get sick,see something,get tired,Intrinsic,11,0.4,0.95,0.55,0.42,0.37,-0.06
subj_93,experience pain,kick something,feel scared,Direct,92,0.07,0.72,0.65,0.34,0.32,-0.02
subj_93,experience pain,kick something,feel scared,Intrinsic,50,0.07,0.72,0.65,0.34,0.32,-0.02
subj_93,jump up and down,think about something,sit down,Direct,75,0.39,0.99,0.6,1,0.3,-0.7
subj_93,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_95,become hungry,take a walk,experience pain,Direct,26,0.14,0.79,0.65,0.72,0.49,-0.22
subj_95,become hungry,take a walk,experience pain,Intrinsic,1,0.14,0.79,0.65,0.72,0.49,-0.22
subj_95,get sick,see something,get tired,Direct,0,0.4,0.95,0.55,0.42,0.37,-0.06
subj_95,get sick,see something,get tired,Intrinsic,4,0.4,0.95,0.55,0.42,0.37,-0.06
subj_95,kick something,think about something,jump up and down,Direct,23,0.4,0.9,0.5,0.61,0.26,-0.35
subj_95,kick something,think about something,jump up and down,Intrinsic,4,0.4,0.9,0.5,0.61,0.26,-0.35
subj_95,think about something,take a walk,remember something,Direct,73,0.15,0.86,0.72,0.01,0,-0.01
subj_95,think about something,take a walk,remember something,Intrinsic,76,0.15,0.86,0.72,0.01,0,-0.01
subj_95,feel scared,see something,become hungry,Direct,75,0.06,0.78,0.71,0.63,0.58,-0.05
subj_95,feel scared,see something,become hungry,Intrinsic,1,0.06,0.78,0.71,0.63,0.58,-0.05
subj_95,jump up and down,think about something,sit down,Direct,51,0.39,0.99,0.6,1,0.3,-0.7
subj_95,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_95,experience pain,kick something,feel scared,Direct,96,0.07,0.72,0.65,0.34,0.32,-0.02
subj_95,experience pain,kick something,feel scared,Intrinsic,12,0.07,0.72,0.65,0.34,0.32,-0.02
subj_95,see something,take a walk,hear something,Direct,75,0.17,0.86,0.69,0.46,0.05,-0.41
subj_95,see something,take a walk,hear something,Intrinsic,37,0.17,0.86,0.69,0.46,0.05,-0.41
subj_95,take a walk,think about something,jump up and down,Direct,17,0.25,0.86,0.61,0.76,0.17,-0.59
subj_95,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_95,get tired,jump up and down,feel scared,Direct,37,0.04,0.78,0.73,0.47,0.5,0.03
subj_95,get tired,jump up and down,feel scared,Intrinsic,26,0.04,0.78,0.73,0.47,0.5,0.03
subj_95,hear something,take a walk,see something,Direct,64,0.23,0.86,0.62,0.49,0.05,-0.44
subj_95,hear something,take a walk,see something,Intrinsic,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_95,choose what to do,feel scared,remember something,Direct,39,0.16,0.78,0.62,0.1,0.42,0.32
subj_95,choose what to do,feel scared,remember something,Intrinsic,38,0.16,0.78,0.62,0.1,0.42,0.32
subj_95,sit down,experience pain,jump up and down,Direct,88,0.08,0.87,0.79,0.61,0.3,-0.31
subj_95,sit down,experience pain,jump up and down,Intrinsic,0,0.08,0.87,0.79,0.61,0.3,-0.31
subj_95,reach for something,become hungry,kick something,Direct,50,0.18,0.83,0.65,0.62,0.49,-0.14
subj_95,reach for something,become hungry,kick something,Intrinsic,4,0.18,0.83,0.65,0.62,0.49,-0.14
subj_95,remember something,take a walk,think about something,Direct,65,0.22,0.91,0.69,0,0,0
subj_95,remember something,take a walk,think about something,Intrinsic,76,0.22,0.91,0.69,0,0,0
subj_96,get sick,see something,get tired,Direct,20,0.4,0.95,0.55,0.42,0.37,-0.06
subj_96,get sick,see something,get tired,Intrinsic,0,0.4,0.95,0.55,0.42,0.37,-0.06
subj_96,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_96,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_96,jump up and down,think about something,sit down,Direct,45,0.39,0.99,0.6,1,0.3,-0.7
subj_96,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_96,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_96,sit down,experience pain,jump up and down,Intrinsic,97,0.08,0.87,0.79,0.61,0.3,-0.31
subj_96,remember something,take a walk,think about something,Direct,70,0.22,0.91,0.69,0,0,0
subj_96,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_96,experience pain,kick something,feel scared,Direct,84,0.07,0.72,0.65,0.34,0.32,-0.02
subj_96,experience pain,kick something,feel scared,Intrinsic,0,0.07,0.72,0.65,0.34,0.32,-0.02
subj_96,kick something,think about something,jump up and down,Direct,15,0.4,0.9,0.5,0.61,0.26,-0.35
subj_96,kick something,think about something,jump up and down,Intrinsic,67,0.4,0.9,0.5,0.61,0.26,-0.35
subj_96,think about something,take a walk,remember something,Direct,75,0.15,0.86,0.72,0.01,0,-0.01
subj_96,think about something,take a walk,remember something,Intrinsic,78,0.15,0.86,0.72,0.01,0,-0.01
subj_96,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_96,get tired,jump up and down,feel scared,Intrinsic,4,0.04,0.78,0.73,0.47,0.5,0.03
subj_96,see something,take a walk,hear something,Direct,91,0.17,0.86,0.69,0.46,0.05,-0.41
subj_96,see something,take a walk,hear something,Intrinsic,40,0.17,0.86,0.69,0.46,0.05,-0.41
subj_96,become hungry,take a walk,experience pain,Direct,42,0.14,0.79,0.65,0.72,0.49,-0.22
subj_96,become hungry,take a walk,experience pain,Intrinsic,7,0.14,0.79,0.65,0.72,0.49,-0.22
subj_96,hear something,take a walk,see something,Direct,78,0.23,0.86,0.62,0.49,0.05,-0.44
subj_96,hear something,take a walk,see something,Intrinsic,21,0.23,0.86,0.62,0.49,0.05,-0.44
subj_96,choose what to do,feel scared,remember something,Direct,38,0.16,0.78,0.62,0.1,0.42,0.32
subj_96,choose what to do,feel scared,remember something,Intrinsic,56,0.16,0.78,0.62,0.1,0.42,0.32
subj_96,take a walk,think about something,jump up and down,Direct,11,0.25,0.86,0.61,0.76,0.17,-0.59
subj_96,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_96,reach for something,become hungry,kick something,Direct,92,0.18,0.83,0.65,0.62,0.49,-0.14
subj_96,reach for something,become hungry,kick something,Intrinsic,38,0.18,0.83,0.65,0.62,0.49,-0.14
subj_97,reach for something,become hungry,kick something,Direct,100,0.18,0.83,0.65,0.62,0.49,-0.14
subj_97,reach for something,become hungry,kick something,Intrinsic,0,0.18,0.83,0.65,0.62,0.49,-0.14
subj_97,kick something,think about something,jump up and down,Direct,100,0.4,0.9,0.5,0.61,0.26,-0.35
subj_97,kick something,think about something,jump up and down,Intrinsic,50,0.4,0.9,0.5,0.61,0.26,-0.35
subj_97,become hungry,take a walk,experience pain,Direct,75,0.14,0.79,0.65,0.72,0.49,-0.22
subj_97,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_97,experience pain,kick something,feel scared,Direct,50,0.07,0.72,0.65,0.34,0.32,-0.02
subj_97,experience pain,kick something,feel scared,Intrinsic,21,0.07,0.72,0.65,0.34,0.32,-0.02
subj_97,hear something,take a walk,see something,Direct,52,0.23,0.86,0.62,0.49,0.05,-0.44
subj_97,hear something,take a walk,see something,Intrinsic,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_97,see something,take a walk,hear something,Direct,73,0.17,0.86,0.69,0.46,0.05,-0.41
subj_97,see something,take a walk,hear something,Intrinsic,0,0.17,0.86,0.69,0.46,0.05,-0.41
subj_97,get sick,see something,get tired,Direct,63,0.4,0.95,0.55,0.42,0.37,-0.06
subj_97,get sick,see something,get tired,Intrinsic,13,0.4,0.95,0.55,0.42,0.37,-0.06
subj_97,jump up and down,think about something,sit down,Direct,100,0.39,0.99,0.6,1,0.3,-0.7
subj_97,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_97,get tired,jump up and down,feel scared,Direct,74,0.04,0.78,0.73,0.47,0.5,0.03
subj_97,get tired,jump up and down,feel scared,Intrinsic,0,0.04,0.78,0.73,0.47,0.5,0.03
subj_97,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_97,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_97,sit down,experience pain,jump up and down,Direct,63,0.08,0.87,0.79,0.61,0.3,-0.31
subj_97,sit down,experience pain,jump up and down,Intrinsic,12,0.08,0.87,0.79,0.61,0.3,-0.31
subj_97,remember something,take a walk,think about something,Direct,50,0.22,0.91,0.69,0,0,0
subj_97,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_97,think about something,take a walk,remember something,Direct,15,0.15,0.86,0.72,0.01,0,-0.01
subj_97,think about something,take a walk,remember something,Intrinsic,100,0.15,0.86,0.72,0.01,0,-0.01
subj_97,choose what to do,feel scared,remember something,Direct,75,0.16,0.78,0.62,0.1,0.42,0.32
subj_97,choose what to do,feel scared,remember something,Intrinsic,79,0.16,0.78,0.62,0.1,0.42,0.32
subj_97,take a walk,think about something,jump up and down,Direct,50,0.25,0.86,0.61,0.76,0.17,-0.59
subj_97,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_98,feel scared,see something,become hungry,Direct,64,0.06,0.78,0.71,0.63,0.58,-0.05
subj_98,feel scared,see something,become hungry,Intrinsic,14,0.06,0.78,0.71,0.63,0.58,-0.05
subj_98,kick something,think about something,jump up and down,Direct,29,0.4,0.9,0.5,0.61,0.26,-0.35
subj_98,kick something,think about something,jump up and down,Intrinsic,81,0.4,0.9,0.5,0.61,0.26,-0.35
subj_98,get tired,jump up and down,feel scared,Direct,67,0.04,0.78,0.73,0.47,0.5,0.03
subj_98,get tired,jump up and down,feel scared,Intrinsic,11,0.04,0.78,0.73,0.47,0.5,0.03
subj_98,get sick,see something,get tired,Direct,5,0.4,0.95,0.55,0.42,0.37,-0.06
subj_98,get sick,see something,get tired,Intrinsic,4,0.4,0.95,0.55,0.42,0.37,-0.06
subj_98,become hungry,take a walk,experience pain,Direct,83,0.14,0.79,0.65,0.72,0.49,-0.22
subj_98,become hungry,take a walk,experience pain,Intrinsic,13,0.14,0.79,0.65,0.72,0.49,-0.22
subj_98,think about something,take a walk,remember something,Direct,90,0.15,0.86,0.72,0.01,0,-0.01
subj_98,think about something,take a walk,remember something,Intrinsic,78,0.15,0.86,0.72,0.01,0,-0.01
subj_98,take a walk,think about something,jump up and down,Direct,65,0.25,0.86,0.61,0.76,0.17,-0.59
subj_98,take a walk,think about something,jump up and down,Intrinsic,12,0.25,0.86,0.61,0.76,0.17,-0.59
subj_98,sit down,experience pain,jump up and down,Direct,87,0.08,0.87,0.79,0.61,0.3,-0.31
subj_98,sit down,experience pain,jump up and down,Intrinsic,11,0.08,0.87,0.79,0.61,0.3,-0.31
subj_98,experience pain,kick something,feel scared,Direct,84,0.07,0.72,0.65,0.34,0.32,-0.02
subj_98,experience pain,kick something,feel scared,Intrinsic,35,0.07,0.72,0.65,0.34,0.32,-0.02
